ai_X_level,ai_O_level,starting_player,winner,moves,duration_s
2,1,X,X,7,0.000103
2,1,X,X,5,0.000084
2,1,X,X,7,0.000096
2,1,X,X,5,0.000078
2,1,X,X,5,0.000065
2,1,X,X,7,0.000143
2,1,X,X,5,0.000064
2,1,X,X,5,0.000062
2,1,X,X,5,0.000083
2,1,X,X,5,0.000080
2,1,X,X,7,0.000102
2,1,X,X,5,0.000101
2,1,X,X,5,0.000078
2,1,X,X,5,0.000063
2,1,X,X,5,0.000081
2,1,X,X,5,0.000066
2,1,X,X,5,0.000096
2,1,X,X,5,0.000070
2,1,X,X,5,0.000099
2,1,X,X,5,0.000076
2,1,X,X,5,0.000079
2,1,X,X,5,0.000084
2,1,X,X,5,0.000087
2,1,X,X,5,0.000067
2,1,X,X,5,0.000069
2,1,X,X,7,0.000140
2,1,X,X,7,0.000103
2,1,X,X,7,0.000116
2,1,X,X,5,0.000060
2,1,X,X,7,0.000104
2,1,X,X,7,0.000113
2,1,X,X,5,0.000076
2,1,X,X,7,0.000111
2,1,X,X,5,0.000066
2,1,X,X,5,0.000063
2,1,X,X,5,0.000055
2,1,X,X,5,0.000062
2,1,X,X,7,0.000112
2,1,X,X,5,0.000137
2,1,X,X,5,0.000083
2,1,X,X,5,0.000065
2,1,X,X,7,0.000112
2,1,X,X,5,0.000056
2,1,X,X,7,0.000105
2,1,X,X,5,0.000109
2,1,X,X,7,0.000119
2,1,X,X,5,0.000074
2,1,X,X,5,0.000082
2,1,X,X,5,0.000081
2,1,X,X,5,0.000078
2,1,X,X,7,0.000112
2,1,X,Tie,9,0.000134
2,1,X,X,7,0.000096
2,1,X,X,5,0.000079
2,1,X,X,5,0.000070
2,1,X,X,7,0.000146
2,1,X,X,5,0.000081
2,1,X,X,5,0.000095
2,1,X,X,7,0.000119
2,1,X,X,5,0.000068
2,1,X,X,5,0.000068
2,1,X,X,7,0.000102
2,1,X,X,5,0.000102
2,1,X,X,5,0.000102
2,1,X,X,5,0.000106
2,1,X,X,5,0.000076
2,1,X,X,7,0.000111
2,1,X,X,7,0.000110
2,1,X,X,5,0.000062
2,1,X,X,5,0.000084
2,1,X,X,5,0.000119
2,1,X,X,5,0.000083
2,1,X,X,5,0.000075
2,1,X,X,5,0.000090
2,1,X,X,5,0.000072
2,1,X,X,7,0.000092
2,1,X,X,7,0.000093
2,1,X,X,5,0.000083
2,1,X,X,5,0.000093
2,1,X,X,5,0.000076
2,1,X,X,7,0.000099
2,1,X,X,5,0.000065
2,1,X,X,5,0.000061
2,1,X,X,7,0.000135
2,1,X,X,5,0.000100
2,1,X,X,5,0.000070
2,1,X,Tie,9,0.000159
2,1,X,X,7,0.000119
2,1,X,X,5,0.000083
2,1,X,X,5,0.000083
2,1,X,X,5,0.000134
2,1,X,X,5,0.000086
2,1,X,Tie,9,0.000138
2,1,X,X,5,0.000076
2,1,X,X,5,0.000096
2,1,X,X,5,0.000077
2,1,X,X,5,0.000081
2,1,X,X,5,0.000115
2,1,X,X,5,0.000079
2,1,X,X,5,0.000076
2,1,X,X,5,0.000091
2,1,X,X,5,0.000068
2,1,X,X,7,0.000124
2,1,X,X,5,0.000125
2,1,X,X,7,0.000131
2,1,X,X,7,0.000103
2,1,X,Tie,9,0.000142
2,1,X,X,5,0.000096
2,1,X,X,5,0.000089
2,1,X,X,5,0.000092
2,1,X,X,7,0.000092
2,1,X,X,5,0.000077
2,1,X,X,5,0.000083
2,1,X,X,7,0.000122
2,1,X,X,7,0.000123
2,1,X,X,5,0.000098
2,1,X,X,5,0.000074
2,1,X,X,7,0.000102
2,1,X,X,7,0.000112
2,1,X,X,5,0.000077
2,1,X,X,5,0.000093
2,1,X,X,5,0.000074
2,1,X,X,7,0.000091
2,1,X,X,5,0.000074
2,1,X,X,5,0.000062
2,1,X,X,5,0.000062
2,1,X,X,5,0.000073
2,1,X,X,5,0.000074
2,1,X,X,7,0.000156
2,1,X,X,5,0.000073
2,1,X,X,7,0.000095
2,1,X,X,5,0.000060
2,1,X,X,5,0.000084
2,1,X,X,7,0.000099
2,1,X,X,7,0.000111
2,1,X,X,5,0.000062
2,1,X,X,5,0.000061
2,1,X,X,5,0.000066
2,1,X,X,7,0.000111
2,1,X,X,5,0.000063
2,1,O,X,6,0.000072
2,1,O,X,6,0.000153
2,1,O,X,6,0.000089
2,1,O,X,8,0.000100
2,1,O,X,6,0.000079
2,1,O,X,6,0.000078
2,1,O,X,6,0.000116
2,1,O,X,6,0.000082
2,1,O,X,6,0.000071
2,1,O,X,8,0.000101
2,1,O,X,6,0.000077
2,1,O,X,6,0.000088
2,1,O,X,6,0.000085
2,1,O,X,6,0.000124
2,1,O,O,7,0.000076
2,1,O,O,7,0.000101
2,1,O,Tie,9,0.000118
2,1,O,X,8,0.000118
2,1,O,Tie,9,0.000198
2,1,O,X,6,0.000098
2,1,O,Tie,9,0.000133
2,1,O,Tie,9,0.000135
2,1,O,X,6,0.000115
2,1,O,X,6,0.000089
2,1,O,X,6,0.000075
2,1,O,X,6,0.000060
2,1,O,X,6,0.000089
2,1,O,X,6,0.000077
2,1,O,X,6,0.000105
2,1,O,X,6,0.000106
2,1,O,X,6,0.000100
2,1,O,X,6,0.000078
2,1,O,X,8,0.000121
2,1,O,X,6,0.000086
2,1,O,X,8,0.000103
2,1,O,X,6,0.000077
2,1,O,X,6,0.000100
2,1,O,Tie,9,0.000122
2,1,O,Tie,9,0.000097
2,1,O,X,6,0.000069
2,1,O,X,8,0.000104
2,1,O,X,8,0.000112
2,1,O,X,6,0.000080
2,1,O,X,8,0.000098
2,1,O,X,6,0.000068
2,1,O,X,6,0.000077
2,1,O,X,6,0.000059
2,1,O,X,8,0.000119
2,1,O,X,8,0.000133
2,1,O,X,6,0.000071
2,1,O,X,6,0.000065
2,1,O,X,8,0.000082
2,1,O,X,6,0.000090
2,1,O,X,8,0.000108
2,1,O,X,6,0.000089
2,1,O,Tie,9,0.000127
2,1,O,X,6,0.000080
2,1,O,Tie,9,0.000136
2,1,O,X,6,0.000076
2,1,O,Tie,9,0.000136
2,1,O,Tie,9,0.000183
2,1,O,X,6,0.000066
2,1,O,X,8,0.000105
2,1,O,X,8,0.000120
2,1,O,X,6,0.000095
2,1,O,X,6,0.000113
2,1,O,X,6,0.000060
2,1,O,X,6,0.000064
2,1,O,X,6,0.000067
2,1,O,X,6,0.000078
2,1,O,X,6,0.000073
2,1,O,X,6,0.000076
2,1,O,X,6,0.000135
2,1,O,X,6,0.000075
2,1,O,X,6,0.000083
2,1,O,X,6,0.000080
2,1,O,X,6,0.000091
2,1,O,X,6,0.000085
2,1,O,X,6,0.000072
2,1,O,X,8,0.000125
2,1,O,X,6,0.000075
2,1,O,X,6,0.000067
2,1,O,X,8,0.000111
2,1,O,X,6,0.000070
2,1,O,Tie,9,0.000148
2,1,O,X,6,0.000164
2,1,O,X,6,0.000060
2,1,O,X,6,0.000059
2,1,O,X,6,0.000060
2,1,O,X,6,0.000055
2,1,O,Tie,9,0.000126
2,1,O,X,6,0.000078
2,1,O,X,8,0.000159
2,1,O,X,6,0.000070
2,1,O,X,8,0.000104
2,1,O,X,6,0.000062
2,1,O,X,6,0.000059
2,1,O,X,6,0.000064
2,1,O,X,6,0.000113
2,1,O,X,6,0.000081
2,1,O,X,6,0.000060
2,1,O,X,6,0.000073
2,1,O,X,6,0.000079
2,1,O,X,6,0.000073
2,1,O,X,6,0.000085
2,1,O,X,8,0.000124
2,1,O,X,8,0.000115
2,1,O,X,6,0.000074
2,1,O,X,6,0.000088
2,1,O,X,8,0.000100
2,1,O,X,6,0.000073
2,1,O,Tie,9,0.000175
2,1,O,X,6,0.000074
2,1,O,X,6,0.000060
2,1,O,X,6,0.000076
2,1,O,X,6,0.000096
2,1,O,X,6,0.000069
2,1,O,X,6,0.000063
2,1,O,Tie,9,0.000128
2,1,O,Tie,9,0.000132
2,1,O,X,6,0.000073
2,1,O,X,8,0.000118
2,1,O,X,6,0.000060
2,1,O,X,6,0.000074
2,1,O,X,6,0.000085
2,1,O,X,6,0.000093
2,1,O,X,6,0.000066
2,1,O,X,6,0.000084
2,1,O,Tie,9,0.000127
2,1,O,X,6,0.000074
2,1,O,X,6,0.000079
2,1,O,X,6,0.000091
2,1,O,X,6,0.000088
2,1,O,X,6,0.000071
2,1,O,Tie,9,0.000141
2,1,O,Tie,9,0.000132
2,1,O,Tie,9,0.000156
2,1,O,X,6,0.000116
2,1,O,X,6,0.000073
2,1,O,X,6,0.000085
2,1,O,X,6,0.000080
2,1,O,X,6,0.000067
2,1,O,X,6,0.000071
2,1,O,X,6,0.000144
2,1,O,Tie,9,0.000120
2,1,O,X,6,0.000085
2,1,O,X,6,0.000088
2,1,O,X,6,0.000061
2,1,O,Tie,9,0.000189
2,1,O,X,6,0.000086
2,2,X,Tie,9,0.000211
2,2,X,Tie,9,0.000225
2,2,X,Tie,9,0.000266
2,2,X,Tie,9,0.000216
2,2,X,Tie,9,0.000258
2,2,X,Tie,9,0.000228
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000237
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000265
2,2,X,Tie,9,0.000235
2,2,X,Tie,9,0.000257
2,2,X,Tie,9,0.000215
2,2,X,Tie,9,0.000235
2,2,X,Tie,9,0.000243
2,2,X,Tie,9,0.000223
2,2,X,Tie,9,0.000273
2,2,X,Tie,9,0.000217
2,2,X,Tie,9,0.000240
2,2,X,Tie,9,0.000235
2,2,X,Tie,9,0.000240
2,2,X,Tie,9,0.000244
2,2,X,Tie,9,0.000224
2,2,X,Tie,9,0.000274
2,2,X,Tie,9,0.000236
2,2,X,Tie,9,0.000236
2,2,X,Tie,9,0.000269
2,2,X,Tie,9,0.000201
2,2,X,Tie,9,0.000272
2,2,X,Tie,9,0.000229
2,2,X,Tie,9,0.000209
2,2,X,Tie,9,0.000256
2,2,X,Tie,9,0.000235
2,2,X,Tie,9,0.000224
2,2,X,Tie,9,0.000245
2,2,X,Tie,9,0.000231
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000228
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000234
2,2,X,Tie,9,0.000214
2,2,X,Tie,9,0.000230
2,2,X,Tie,9,0.000223
2,2,X,Tie,9,0.000251
2,2,X,Tie,9,0.000254
2,2,X,Tie,9,0.000214
2,2,X,Tie,9,0.000243
2,2,X,Tie,9,0.000235
2,2,X,Tie,9,0.000248
2,2,X,Tie,9,0.000204
2,2,X,Tie,9,0.000256
2,2,X,Tie,9,0.000276
2,2,X,Tie,9,0.000228
2,2,X,Tie,9,0.000300
2,2,X,Tie,9,0.000227
2,2,X,Tie,9,0.000217
2,2,X,Tie,9,0.000211
2,2,X,Tie,9,0.000246
2,2,X,Tie,9,0.000257
2,2,X,Tie,9,0.000256
2,2,X,Tie,9,0.000221
2,2,X,Tie,9,0.000222
2,2,X,Tie,9,0.000202
2,2,X,Tie,9,0.000258
2,2,X,Tie,9,0.000200
2,2,X,Tie,9,0.000261
2,2,X,Tie,9,0.000218
2,2,X,Tie,9,0.000208
2,2,X,Tie,9,0.000252
2,2,X,Tie,9,0.000213
2,2,X,Tie,9,0.000275
2,2,X,Tie,9,0.000218
2,2,X,Tie,9,0.000227
2,2,X,Tie,9,0.000271
2,2,X,Tie,9,0.000224
2,2,X,Tie,9,0.000216
2,2,X,Tie,9,0.000206
2,2,X,Tie,9,0.000226
2,2,X,Tie,9,0.000210
2,2,X,Tie,9,0.000231
2,2,X,Tie,9,0.000217
2,2,X,Tie,9,0.000275
2,2,X,Tie,9,0.000233
2,2,X,Tie,9,0.000233
2,2,X,Tie,9,0.000202
2,2,X,Tie,9,0.000203
2,2,X,Tie,9,0.000229
2,2,X,Tie,9,0.001544
2,2,X,Tie,9,0.000276
2,2,X,Tie,9,0.000314
2,2,X,Tie,9,0.000245
2,2,X,Tie,9,0.000253
2,2,X,Tie,9,0.000193
2,2,X,Tie,9,0.000223
2,2,X,Tie,9,0.000257
2,2,X,Tie,9,0.000213
2,2,X,Tie,9,0.000220
2,2,X,Tie,9,0.000236
2,2,X,Tie,9,0.000247
2,2,X,Tie,9,0.000218
2,2,X,Tie,9,0.000244
2,2,X,Tie,9,0.000251
2,2,X,Tie,9,0.000234
2,2,X,Tie,9,0.000202
2,2,X,Tie,9,0.000236
2,2,X,Tie,9,0.000270
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000287
2,2,X,Tie,9,0.000217
2,2,X,Tie,9,0.000221
2,2,X,Tie,9,0.000226
2,2,X,Tie,9,0.000214
2,2,X,Tie,9,0.000246
2,2,X,Tie,9,0.000274
2,2,X,Tie,9,0.000216
2,2,X,Tie,9,0.000265
2,2,X,Tie,9,0.000239
2,2,X,Tie,9,0.000271
2,2,X,Tie,9,0.000204
2,2,X,Tie,9,0.000237
2,2,X,Tie,9,0.000254
2,2,X,Tie,9,0.000211
2,2,X,Tie,9,0.000253
2,2,X,Tie,9,0.000238
2,2,X,Tie,9,0.000234
2,2,X,Tie,9,0.000263
2,2,X,Tie,9,0.000222
2,2,X,Tie,9,0.000225
2,2,X,Tie,9,0.000210
2,2,X,Tie,9,0.000203
2,2,X,Tie,9,0.000255
2,2,X,Tie,9,0.000207
2,2,X,Tie,9,0.000205
2,2,X,Tie,9,0.000261
2,2,X,Tie,9,0.000226
2,2,X,Tie,9,0.000278
2,2,X,Tie,9,0.000241
2,2,X,Tie,9,0.000218
2,2,X,Tie,9,0.000272
2,2,X,Tie,9,0.000213
2,2,X,Tie,9,0.000298
2,2,X,Tie,9,0.000227
2,2,X,Tie,9,0.000258
2,2,X,Tie,9,0.000193
2,2,X,Tie,9,0.000192
2,2,X,Tie,9,0.000273
2,2,X,Tie,9,0.000209
2,2,X,Tie,9,0.000214
2,2,X,Tie,9,0.000253
2,2,X,Tie,9,0.000216
2,2,O,Tie,9,0.000270
2,2,O,Tie,9,0.000213
2,2,O,Tie,9,0.000226
2,2,O,Tie,9,0.000238
2,2,O,Tie,9,0.000214
2,2,O,Tie,9,0.000220
2,2,O,Tie,9,0.000245
2,2,O,Tie,9,0.000242
2,2,O,Tie,9,0.000256
2,2,O,Tie,9,0.000229
2,2,O,Tie,9,0.000271
2,2,O,Tie,9,0.000212
2,2,O,Tie,9,0.000203
2,2,O,Tie,9,0.000268
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000283
2,2,O,Tie,9,0.000210
2,2,O,Tie,9,0.000208
2,2,O,Tie,9,0.000244
2,2,O,Tie,9,0.000193
2,2,O,Tie,9,0.000251
2,2,O,Tie,9,0.000227
2,2,O,Tie,9,0.000226
2,2,O,Tie,9,0.000308
2,2,O,Tie,9,0.000229
2,2,O,Tie,9,0.000233
2,2,O,Tie,9,0.000245
2,2,O,Tie,9,0.000232
2,2,O,Tie,9,0.000214
2,2,O,Tie,9,0.000227
2,2,O,Tie,9,0.000362
2,2,O,Tie,9,0.000327
2,2,O,Tie,9,0.000233
2,2,O,Tie,9,0.000216
2,2,O,Tie,9,0.000225
2,2,O,Tie,9,0.000236
2,2,O,Tie,9,0.000214
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000242
2,2,O,Tie,9,0.000232
2,2,O,Tie,9,0.000215
2,2,O,Tie,9,0.000241
2,2,O,Tie,9,0.000225
2,2,O,Tie,9,0.000294
2,2,O,Tie,9,0.000223
2,2,O,Tie,9,0.000251
2,2,O,Tie,9,0.000217
2,2,O,Tie,9,0.000219
2,2,O,Tie,9,0.000276
2,2,O,Tie,9,0.000213
2,2,O,Tie,9,0.000232
2,2,O,Tie,9,0.000266
2,2,O,Tie,9,0.000235
2,2,O,Tie,9,0.000248
2,2,O,Tie,9,0.000209
2,2,O,Tie,9,0.000246
2,2,O,Tie,9,0.000217
2,2,O,Tie,9,0.000219
2,2,O,Tie,9,0.000259
2,2,O,Tie,9,0.000212
2,2,O,Tie,9,0.000198
2,2,O,Tie,9,0.000349
2,2,O,Tie,9,0.000258
2,2,O,Tie,9,0.000326
2,2,O,Tie,9,0.000228
2,2,O,Tie,9,0.000245
2,2,O,Tie,9,0.000246
2,2,O,Tie,9,0.000228
2,2,O,Tie,9,0.000228
2,2,O,Tie,9,0.000239
2,2,O,Tie,9,0.000209
2,2,O,Tie,9,0.000253
2,2,O,Tie,9,0.000221
2,2,O,Tie,9,0.000277
2,2,O,Tie,9,0.000244
2,2,O,Tie,9,0.000210
2,2,O,Tie,9,0.000268
2,2,O,Tie,9,0.000234
2,2,O,Tie,9,0.000234
2,2,O,Tie,9,0.000245
2,2,O,Tie,9,0.000228
2,2,O,Tie,9,0.000285
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000212
2,2,O,Tie,9,0.000227
2,2,O,Tie,9,0.000228
2,2,O,Tie,9,0.000202
2,2,O,Tie,9,0.000248
2,2,O,Tie,9,0.000232
2,2,O,Tie,9,0.000299
2,2,O,Tie,9,0.000204
2,2,O,Tie,9,0.000254
2,2,O,Tie,9,0.000251
2,2,O,Tie,9,0.000216
2,2,O,Tie,9,0.000248
2,2,O,Tie,9,0.000203
2,2,O,Tie,9,0.000224
2,2,O,Tie,9,0.000260
2,2,O,Tie,9,0.000212
2,2,O,Tie,9,0.000259
2,2,O,Tie,9,0.000226
2,2,O,Tie,9,0.000220
2,2,O,Tie,9,0.000267
2,2,O,Tie,9,0.000203
2,2,O,Tie,9,0.000293
2,2,O,Tie,9,0.000210
2,2,O,Tie,9,0.000248
2,2,O,Tie,9,0.000238
2,2,O,Tie,9,0.000234
2,2,O,Tie,9,0.000221
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000238
2,2,O,Tie,9,0.000254
2,2,O,Tie,9,0.000193
2,2,O,Tie,9,0.000234
2,2,O,Tie,9,0.000239
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000251
2,2,O,Tie,9,0.000226
2,2,O,Tie,9,0.000269
2,2,O,Tie,9,0.000290
2,2,O,Tie,9,0.000221
2,2,O,Tie,9,0.000247
2,2,O,Tie,9,0.000207
2,2,O,Tie,9,0.000194
2,2,O,Tie,9,0.000255
2,2,O,Tie,9,0.000219
2,2,O,Tie,9,0.000203
2,2,O,Tie,9,0.000252
2,2,O,Tie,9,0.000203
2,2,O,Tie,9,0.000224
2,2,O,Tie,9,0.000285
2,2,O,Tie,9,0.000204
2,2,O,Tie,9,0.000232
2,2,O,Tie,9,0.000252
2,2,O,Tie,9,0.000236
2,2,O,Tie,9,0.000230
2,2,O,Tie,9,0.000216
2,2,O,Tie,9,0.000206
2,2,O,Tie,9,0.000243
2,2,O,Tie,9,0.000201
2,2,O,Tie,9,0.000212
2,2,O,Tie,9,0.000247
2,2,O,Tie,9,0.000213
2,2,O,Tie,9,0.000271
2,2,O,Tie,9,0.000224
2,2,O,Tie,9,0.000251
2,2,O,Tie,9,0.000227
2,2,O,Tie,9,0.000202
2,2,O,Tie,9,0.000239
2,3,X,Tie,9,0.015878
2,3,X,Tie,9,0.015838
2,3,X,Tie,9,0.016062
2,3,X,Tie,9,0.050591
2,3,X,Tie,9,0.026128
2,3,X,Tie,9,0.016137
2,3,X,Tie,9,0.015065
2,3,X,Tie,9,0.016527
2,3,X,Tie,9,0.016141
2,3,X,Tie,9,0.015147
2,3,X,Tie,9,0.016374
2,3,X,Tie,9,0.016078
2,3,X,Tie,9,0.015038
2,3,X,Tie,9,0.016318
2,3,X,Tie,9,0.016499
2,3,X,Tie,9,0.015985
2,3,X,Tie,9,0.015558
2,3,X,Tie,9,0.016184
2,3,X,Tie,9,0.015301
2,3,X,Tie,9,0.018663
2,3,X,Tie,9,0.047554
2,3,X,Tie,9,0.026788
2,3,X,Tie,9,0.015137
2,3,X,Tie,9,0.014834
2,3,X,Tie,9,0.015534
2,3,X,Tie,9,0.014977
2,3,X,Tie,9,0.015961
2,3,X,Tie,9,0.015371
2,3,X,Tie,9,0.015805
2,3,X,Tie,9,0.015428
2,3,X,Tie,9,0.016142
2,3,X,Tie,9,0.015572
2,3,X,Tie,9,0.015584
2,3,X,Tie,9,0.015437
2,3,X,Tie,9,0.014806
2,3,X,Tie,9,0.014764
2,3,X,Tie,9,0.014811
2,3,X,Tie,9,0.057177
2,3,X,Tie,9,0.026939
2,3,X,Tie,9,0.015619
2,3,X,Tie,9,0.015794
2,3,X,Tie,9,0.015327
2,3,X,Tie,9,0.015830
2,3,X,Tie,9,0.015140
2,3,X,Tie,9,0.015800
2,3,X,Tie,9,0.014835
2,3,X,Tie,9,0.014647
2,3,X,Tie,9,0.016664
2,3,X,Tie,9,0.014890
2,3,X,Tie,9,0.015811
2,3,X,Tie,9,0.015940
2,3,X,Tie,9,0.015692
2,3,X,Tie,9,0.016764
2,3,X,Tie,9,0.016543
2,3,X,Tie,9,0.051885
2,3,X,Tie,9,0.026771
2,3,X,Tie,9,0.014686
2,3,X,Tie,9,0.015104
2,3,X,Tie,9,0.015767
2,3,X,Tie,9,0.015521
2,3,X,Tie,9,0.015881
2,3,X,Tie,9,0.014938
2,3,X,Tie,9,0.015872
2,3,X,Tie,9,0.016766
2,3,X,Tie,9,0.016094
2,3,X,Tie,9,0.015857
2,3,X,Tie,9,0.016113
2,3,X,Tie,9,0.016095
2,3,X,Tie,9,0.015796
2,3,X,Tie,9,0.015498
2,3,X,Tie,9,0.014753
2,3,X,Tie,9,0.054400
2,3,X,Tie,9,0.027026
2,3,X,Tie,9,0.015812
2,3,X,Tie,9,0.014796
2,3,X,Tie,9,0.015736
2,3,X,Tie,9,0.015428
2,3,X,Tie,9,0.014680
2,3,X,Tie,9,0.015484
2,3,X,Tie,9,0.014888
2,3,X,Tie,9,0.017115
2,3,X,Tie,9,0.015829
2,3,X,Tie,9,0.016335
2,3,X,Tie,9,0.016106
2,3,X,Tie,9,0.016693
2,3,X,Tie,9,0.016244
2,3,X,Tie,9,0.057137
2,3,X,Tie,9,0.026460
2,3,X,Tie,9,0.015778
2,3,X,Tie,9,0.015463
2,3,X,Tie,9,0.016300
2,3,X,Tie,9,0.015148
2,3,X,Tie,9,0.016861
2,3,X,Tie,9,0.017370
2,3,X,Tie,9,0.018963
2,3,X,Tie,9,0.016649
2,3,X,Tie,9,0.017695
2,3,X,Tie,9,0.017183
2,3,X,Tie,9,0.017633
2,3,X,Tie,9,0.016922
2,3,X,Tie,9,0.018066
2,3,X,Tie,9,0.030804
2,3,X,Tie,9,0.076204
2,3,X,Tie,9,0.041683
2,3,X,Tie,9,0.028224
2,3,X,Tie,9,0.029710
2,3,X,Tie,9,0.020130
2,3,X,Tie,9,0.024432
2,3,X,Tie,9,0.023985
2,3,X,Tie,9,0.018931
2,3,X,Tie,9,0.016252
2,3,X,Tie,9,0.015598
2,3,X,Tie,9,0.022658
2,3,X,Tie,9,0.020592
2,3,X,Tie,9,0.016321
2,3,X,Tie,9,0.014927
2,3,X,Tie,9,0.016021
2,3,X,Tie,9,0.014916
2,3,X,Tie,9,0.016435
2,3,X,Tie,9,0.058799
2,3,X,Tie,9,0.028678
2,3,X,Tie,9,0.017242
2,3,X,Tie,9,0.017337
2,3,X,Tie,9,0.016838
2,3,X,Tie,9,0.016501
2,3,X,Tie,9,0.016936
2,3,X,Tie,9,0.015579
2,3,X,Tie,9,0.016570
2,3,X,Tie,9,0.016238
2,3,X,Tie,9,0.015350
2,3,X,Tie,9,0.016630
2,3,X,Tie,9,0.016068
2,3,X,Tie,9,0.016505
2,3,X,Tie,9,0.016457
2,3,X,Tie,9,0.015560
2,3,X,Tie,9,0.016482
2,3,X,Tie,9,0.027357
2,3,X,Tie,9,0.045362
2,3,X,Tie,9,0.029556
2,3,X,Tie,9,0.016788
2,3,X,Tie,9,0.016764
2,3,X,Tie,9,0.015442
2,3,X,Tie,9,0.016494
2,3,X,Tie,9,0.016129
2,3,X,Tie,9,0.016725
2,3,X,Tie,9,0.016724
2,3,X,Tie,9,0.017704
2,3,X,Tie,9,0.017037
2,3,X,Tie,9,0.016496
2,3,X,Tie,9,0.016326
2,3,O,Tie,9,0.164715
2,3,O,Tie,9,0.121494
2,3,O,Tie,9,0.174762
2,3,O,Tie,9,0.123434
2,3,O,Tie,9,0.155065
2,3,O,Tie,9,0.175841
2,3,O,Tie,9,0.127045
2,3,O,Tie,9,0.166075
2,3,O,Tie,9,0.120778
2,3,O,Tie,9,0.120854
2,3,O,Tie,9,0.158464
2,3,O,Tie,9,0.128621
2,3,O,Tie,9,0.117877
2,3,O,Tie,9,0.165304
2,3,O,Tie,9,0.116355
2,3,O,Tie,9,0.166180
2,3,O,Tie,9,0.118115
2,3,O,Tie,9,0.117286
2,3,O,Tie,9,0.174321
2,3,O,Tie,9,0.118183
2,3,O,Tie,9,0.122023
2,3,O,Tie,9,0.169857
2,3,O,Tie,9,0.117506
2,3,O,Tie,9,0.165367
2,3,O,Tie,9,0.119953
2,3,O,Tie,9,0.119662
2,3,O,Tie,9,0.166804
2,3,O,Tie,9,0.118114
2,3,O,Tie,9,0.166129
2,3,O,Tie,9,0.115522
2,3,O,Tie,9,0.163679
2,3,O,Tie,9,0.115159
2,3,O,Tie,9,0.117728
2,3,O,Tie,9,0.162805
2,3,O,Tie,9,0.116251
2,3,O,Tie,9,0.160736
2,3,O,Tie,9,0.114699
2,3,O,Tie,9,0.116622
2,3,O,Tie,9,0.167079
2,3,O,Tie,9,0.115264
2,3,O,Tie,9,0.162747
2,3,O,Tie,9,0.113538
2,3,O,Tie,9,0.115498
2,3,O,Tie,9,0.161957
2,3,O,Tie,9,0.115106
2,3,O,Tie,9,0.165519
2,3,O,Tie,9,0.114345
2,3,O,Tie,9,0.116270
2,3,O,Tie,9,0.161406
2,3,O,Tie,9,0.118206
2,3,O,Tie,9,0.161375
2,3,O,Tie,9,0.115041
2,3,O,Tie,9,0.155515
2,3,O,Tie,9,0.125939
2,3,O,Tie,9,0.115580
2,3,O,Tie,9,0.163244
2,3,O,Tie,9,0.114027
2,3,O,Tie,9,0.116862
2,3,O,Tie,9,0.158210
2,3,O,Tie,9,0.114211
2,3,O,Tie,9,0.114330
2,3,O,Tie,9,0.163185
2,3,O,Tie,9,0.112934
2,3,O,Tie,9,0.163555
2,3,O,Tie,9,0.114974
2,3,O,Tie,9,0.125564
2,3,O,Tie,9,0.139738
2,3,O,Tie,9,0.114683
2,3,O,Tie,9,0.164204
2,3,O,Tie,9,0.113753
2,3,O,Tie,9,0.142471
2,3,O,Tie,9,0.138382
2,3,O,Tie,9,0.114359
2,3,O,Tie,9,0.163163
2,3,O,Tie,9,0.113142
2,3,O,Tie,9,0.133128
2,3,O,Tie,9,0.144113
2,3,O,Tie,9,0.113842
2,3,O,Tie,9,0.163871
2,3,O,Tie,9,0.113957
2,3,O,Tie,9,0.112085
2,3,O,Tie,9,0.165528
2,3,O,Tie,9,0.114316
2,3,O,Tie,9,0.234979
2,3,O,Tie,9,0.131223
2,3,O,Tie,9,0.169003
2,3,O,Tie,9,0.116465
2,3,O,Tie,9,0.166594
2,3,O,Tie,9,0.116570
2,3,O,Tie,9,0.165135
2,3,O,Tie,9,0.121462
2,3,O,Tie,9,0.120827
2,3,O,Tie,9,0.161208
2,3,O,Tie,9,0.118912
2,3,O,Tie,9,0.169312
2,3,O,Tie,9,0.117574
2,3,O,Tie,9,0.170155
2,3,O,Tie,9,0.120797
2,3,O,Tie,9,0.119850
2,3,O,Tie,9,0.165959
2,3,O,Tie,9,0.116272
2,3,O,Tie,9,0.165938
2,3,O,Tie,9,0.119775
2,3,O,Tie,9,0.166316
2,3,O,Tie,9,0.115774
2,3,O,Tie,9,0.126952
2,3,O,Tie,9,0.152567
2,3,O,Tie,9,0.117305
2,3,O,Tie,9,0.164508
2,3,O,Tie,9,0.117968
2,3,O,Tie,9,0.163527
2,3,O,Tie,9,0.115760
